name,position,event_attendance,meeting_attendance,duty_participation,submitted_works,competition_participation,chat_activity,activity_status
Member_1900,Department Head,5/10,6/10,5/10,9,3,Active,Moderate
Member_1901,Staff,10/10,10/10,10/10,40,13,Very Active,Very Active
Member_1902,Division Head,8/10,8/10,9/10,20,5,Active,Active
Member_1903,Secretary,10/10,10/10,10/10,33,20,Very Active,Very Active
Member_1904,Staff,10/10,10/10,10/10,56,13,Very Active,Very Active
Member_1905,Staff,3/10,3/10,1/10,3,0,Inactive,Rarely Active
Member_1906,Supervisor,10/10,10/10,10/10,36,17,Very Active,Very Active
Member_1907,Deputy Department Head,4/10,7/10,7/10,9,1,Active,Moderate
Member_1908,Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1909,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1910,Supervisor,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1911,Chair,10/10,10/10,10/10,44,14,Very Active,Very Active
Member_1912,Department Head,10/10,10/10,10/10,53,19,Very Active,Very Active
Member_1913,Staff,10/10,10/10,10/10,48,20,Very Active,Very Active
Member_1914,Staff,10/10,10/10,10/10,38,17,Very Active,Very Active
Member_1915,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1916,Staff,8/10,9/10,9/10,27,5,Very Active,Active
Member_1917,Secretary,1/10,0/10,0/10,0,0,Inactive,Inactive
Member_1918,Deputy Department Head,8/10,8/10,9/10,16,5,Very Active,Active
Member_1919,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1920,Staff,10/10,10/10,10/10,37,16,Very Active,Very Active
Member_1921,Vice Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1922,Staff,10/10,10/10,10/10,57,13,Very Active,Very Active
Member_1923,Supervisor,9/10,9/10,9/10,19,7,Active,Active
Member_1924,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1925,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1926,Staff,6/10,6/10,4/10,14,2,Rarely Active,Moderate
Member_1927,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1928,Division Head,8/10,8/10,9/10,23,3,Active,Active
Member_1929,Staff,3/10,1/10,3/10,5,0,Rarely Active,Rarely Active
Member_1930,Division Head,10/10,10/10,10/10,44,15,Very Active,Very Active
Member_1931,Staff,10/10,10/10,10/10,31,13,Very Active,Very Active
Member_1932,Division Head,10/10,10/10,10/10,59,12,Very Active,Very Active
Member_1933,Staff,10/10,10/10,10/10,42,14,Very Active,Very Active
Member_1934,Staff,6/10,6/10,7/10,7,3,Active,Moderate
Member_1935,Staff,9/10,9/10,8/10,23,3,Active,Active
Member_1936,Chair,4/10,3/10,2/10,2,0,Inactive,Rarely Active
Member_1937,Staff,10/10,10/10,10/10,37,11,Very Active,Very Active
Member_1938,Staff,10/10,10/10,10/10,51,17,Very Active,Very Active
Member_1939,Vice Division Head,7/10,5/10,6/10,8,1,Active,Moderate
Member_1940,Staff,7/10,7/10,6/10,14,3,Rarely Active,Moderate
Member_1941,Deputy Department Head,1/10,1/10,0/10,0,0,Inactive,Inactive
Member_1942,Staff,8/10,8/10,9/10,24,9,Very Active,Active
Member_1943,Department Head,10/10,10/10,10/10,36,13,Very Active,Very Active
Member_1944,Staff,10/10,10/10,10/10,35,17,Very Active,Very Active
Member_1945,Supervisor,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1946,Staff,8/10,9/10,8/10,19,10,Active,Active
Member_1947,Supervisor,9/10,9/10,8/10,23,7,Active,Active
Member_1948,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1949,Vice Division Head,0/10,0/10,1/10,0,0,Inactive,Inactive
Member_1950,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1951,Treasurer,9/10,9/10,8/10,22,7,Very Active,Active
Member_1952,Staff,2/10,2/10,4/10,3,1,Rarely Active,Rarely Active
Member_1953,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1954,Chair,2/10,2/10,3/10,1,0,Inactive,Rarely Active
Member_1955,Supervisor,10/10,10/10,10/10,51,20,Very Active,Very Active
Member_1956,Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1957,Deputy Department Head,2/10,3/10,2/10,1,1,Inactive,Rarely Active
Member_1958,Staff,2/10,1/10,3/10,2,1,Rarely Active,Rarely Active
Member_1959,Chair,3/10,3/10,4/10,5,1,Inactive,Rarely Active
Member_1960,Staff,10/10,10/10,10/10,32,19,Very Active,Very Active
Member_1961,Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1962,Deputy Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1963,Staff,5/10,7/10,7/10,6,3,Active,Moderate
Member_1964,Vice Chair,0/10,0/10,1/10,0,0,Inactive,Inactive
Member_1965,Division Head,2/10,3/10,4/10,1,0,Inactive,Rarely Active
Member_1966,Staff,2/10,2/10,1/10,5,0,Inactive,Rarely Active
Member_1967,Staff,10/10,10/10,10/10,46,19,Very Active,Very Active
Member_1968,Deputy Department Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1969,Secretary,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1970,Staff,2/10,2/10,3/10,4,1,Rarely Active,Rarely Active
Member_1971,Vice Chair,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1972,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1973,Vice Division Head,10/10,10/10,10/10,55,15,Very Active,Very Active
Member_1974,Staff,9/10,8/10,8/10,15,3,Active,Active
Member_1975,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1976,Division Head,10/10,10/10,10/10,41,17,Very Active,Very Active
Member_1977,Supervisor,3/10,4/10,3/10,1,0,Inactive,Rarely Active
Member_1978,Staff,9/10,8/10,10/10,29,6,Very Active,Active
Member_1979,Staff,10/10,10/10,10/10,51,15,Very Active,Very Active
Member_1980,Division Head,10/10,10/10,10/10,31,15,Very Active,Very Active
Member_1981,Staff,9/10,8/10,9/10,27,3,Very Active,Active
Member_1982,Staff,10/10,10/10,10/10,49,11,Very Active,Very Active
Member_1983,Staff,10/10,10/10,10/10,53,10,Very Active,Very Active
Member_1984,Division Head,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1985,Staff,4/10,4/10,2/10,2,1,Inactive,Rarely Active
Member_1986,Vice Division Head,8/10,8/10,9/10,24,10,Very Active,Active
Member_1987,Deputy Department Head,10/10,10/10,10/10,33,17,Very Active,Very Active
Member_1988,Secretary,2/10,4/10,2/10,2,0,Inactive,Rarely Active
Member_1989,Staff,10/10,10/10,10/10,46,10,Very Active,Very Active
Member_1990,Staff,8/10,9/10,9/10,17,5,Active,Active
Member_1991,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1992,Staff,9/10,8/10,8/10,28,8,Very Active,Active
Member_1993,Chair,0/10,1/10,0/10,0,0,Inactive,Inactive
Member_1994,Deputy Department Head,9/10,9/10,9/10,27,3,Very Active,Active
Member_1995,Staff,8/10,8/10,9/10,17,3,Very Active,Active
Member_1996,Staff,0/10,0/10,0/10,0,0,Inactive,Inactive
Member_1997,Staff,8/10,9/10,9/10,23,4,Very Active,Active
Member_1998,Secretary,0/10,0/10,1/10,0,0,Inactive,Inactive
Member_1999,Deputy Department Head,10/10,10/10,10/10,43,14,Very Active,Very Active
Member_2000,Staff,10/10,10/10,10/10,41,20,Very Active,Very Active
